source,answer,source_file
HMMT November 2008 Guts #23,9,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #24,-\frac{1}{2007},HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #25,-1,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #26,36,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #27,\frac{\pi}{5},HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #28,3781,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #29,-24,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #30,\frac{1}{6},HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #31,8,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #32,2,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #33,5,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #35,5.85086,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Guts #36,209867,HMMT_November_2008_Guts_Solutions.pdf
HMMT November 2008 Team #1a,\frac{1}{2} + \frac{1}{3} + \frac{1}{6},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #1b,\frac{1}{8} + \frac{1}{12} + \frac{1}{24},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #1c,\frac{1}{5} + \frac{1}{10} + \frac{1}{15} + \frac{1}{30},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #2,\frac{1}{2n} + \frac{1}{3n} + \frac{1}{6n},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #3a,\frac{1}{2} + \frac{1}{3} + \frac{1}{7} + \frac{1}{42},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #3b,\frac{1}{2} + \frac{1}{3} + \frac{1}{7} + \frac{1}{43} + \frac{1}{43 \cdot 42},HMMT_November_2008_Team_Solutions.pdf
HMMT November 2008 Team #2 (Juicy Numbers),12 \text{ and } 15,HMMT_November_2008_Team_Solutions.pdf
HMMT November 2009 Guts #1,\frac{2009}{8037},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #2,32,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #3,2 - \frac{\pi}{2},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #4,576,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #5,\frac{4}{9},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #6,76,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #7,65536,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #8,27,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #9,799,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #10,26,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #11,\frac{\pi}{4},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #12,\frac{1}{2},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #13,105,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #14,528,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #15,26,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #16,\frac{4}{5},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #17,-6,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #18,8,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #19,14400,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #20,\frac{3+\sqrt{3}}{2},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #21,2^{2009},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #22,8,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #23,\frac{105}{212},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #24,\frac{1}{2},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #25,"-1, i, -i",HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #26,49! \cdot 2^{49},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #27,\frac{125}{27},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #28,288000,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #29,32,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #30,\frac{2}{5},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #31,252,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #32,14 + \sqrt{97},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #33,\frac{2009}{2008},HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #34,422000,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Guts #35,4423,HMMT_November_2009_Guts_Solutions.pdf
HMMT November 2009 Team #1,\frac{10}{3},HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #3,\frac{180\pi}{13},HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #4,2,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #5,5,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #6,2,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #7,7,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #8,502,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #9,20,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #10,5460,HMMT_November_2009_Team_Solutions.pdf
HMMT November 2009 Team #11,\frac{d(d^r - 1)}{d - 1},HMMT_November_2009_Team_Solutions.pdf
HMMT November 2010 Guts #1,\frac{2}{3},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #2,132,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #3,\frac{4}{5},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #4,\sqrt[4]{2},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #5,72°,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #6,3240,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #7,-18,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #8,10745,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #9,100000,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #10,153,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #11,3357,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #12,84,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #13,28,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #14,\frac{108}{665},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #15,\frac{91\sqrt{3}}{4},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #16,14,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #17,\frac{49}{18}\pi,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #18,\frac{55}{2},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #19,21,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #20,72576000,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #21,\frac{5}{27},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #22,5,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #23,36 \cdot 2^{2009} + 36,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #24,-\frac{3}{91},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #25,\frac{396}{65},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #26,-60,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #27,5 \cdot 2^{2010},HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #28,25272,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #29,503,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #30,109368,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #31,\frac{9\sqrt{21}}{7} + 3,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #32,924,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #33,5,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #34,37550402023,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #35,82310,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Guts #36,4.65,HMMT_November_2010_Guts_Solutions.pdf
HMMT November 2010 Team #1,\frac{7}{27},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #2,\frac{1}{4} + \frac{3}{4}\left(\frac{1}{9}\right)^k,HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #3,\frac{11}{16},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #4,\frac{1}{6} + \frac{1}{3(-2)^k},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #5,2,HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #6,\frac{3}{5},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #7,\frac{\sqrt{3}+1}{2},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #8,\frac{1}{36},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #9,\frac{1}{216},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2010 Team #10,\frac{1}{6^n},HMMT_November_2010_Team_Solutions.pdf
HMMT November 2011 General #1,"(1, 3),(3,\frac{1}{3})",HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #2,61^{\circ},HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #3,6,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #4,1,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #5,\frac{257}{16},HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #6,14,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #7,4,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #8,99,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #9,\frac{8}{9},HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 General #10,117649,HMMT_November_2011_General_Solutions.pdf
HMMT November 2011 Guts #1,1009,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #2,1,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #3,11664,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #4,54\sqrt{3},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #5,\frac{39}{2},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #6,144,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #7,16,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #8,\frac{2}{3},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #9,\frac{3\sqrt{3}-\pi}{3},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #10,32,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #11,325,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #12,25,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #13,\frac{1}{1296},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #14,\sqrt{77},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #15,12,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #16,256,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #17,27,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #18,\frac{\sqrt{2}}{24},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #19,\frac{7-\sqrt{41}}{2},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #20,\frac{4}{5},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #21,x^4 - 2x^3 - 13x^2 + 14x + 24,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #22,\frac{14}{13},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #23,"(0, 5, 5), (4, 5, 1), (6, 4, 9)",HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #24,825957,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #25,\frac{1}{5},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #26,4,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #27,2,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #28,\frac{2009(2^{2010})+1}{2011!},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #29,\frac{9}{41},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #30,38,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #31,25636,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #32,"\frac{1}{2}, \frac{-1\pm\sqrt{13}}{4}",HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #33,\frac{40}{9},HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #34,365851,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #35,.82721,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Guts #36,IAJCBMHODEFLNGK,HMMT_November_2011_Guts_Solutions.pdf
HMMT November 2011 Team #1,0,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #2,p > 1 \text{ and } p < -3,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #3,-3193,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #4,31,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #5,1296,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #6,36,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #7,222480,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #8,12°,HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #9,\frac{48}{17},HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Team #10,\frac{169}{23},HMMT_November_2011_Team_Solutions.pdf
HMMT November 2011 Theme #1,5,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #2,20,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #3,\frac{5}{6},HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #4,450,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #5,8287,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #6,\frac{3\sqrt{3}-3}{2},HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #7,10°,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #8,12\pi,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #9,\frac{25}{4},HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2011 Theme #10,164 + 64\pi,HMMT_November_2011_Theme_Solutions.pdf
HMMT November 2012 General #1,28,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #2,2,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #3,27,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #4,\frac{7}{72},HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #5,2400,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #6,\frac{39}{67},HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #7,2012^{2011},HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #8,314,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #9,\frac{\sqrt{145}}{9},HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 General #10,100,HMMT_November_2012_General_Solutions.pdf
HMMT November 2012 Guts #1,10,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #2,180,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #3,199\pi,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #4,10,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #5,\frac{20}{3},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #6,25502400,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #7,335,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #8,\frac{169}{425},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #9,4,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #10,1006,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #11,45,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #12,\frac{2\pi-\sqrt{3}}{2},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #13,6\sqrt{3},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #14,32,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #15,49\pi,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #16,11,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #17,"\left(\frac{5}{4}, \frac{1}{2}, \frac{1}{4}\right)",HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #18,1 + \frac{\sqrt{3}}{3},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #19,21,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #20,\frac{81^{10}}{82^{10}},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #21,\frac{80\sqrt{3}}{9},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #22,\frac{1}{2},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #23,\frac{32}{11},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #24,105,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #25,\frac{83}{80},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #26,2^{2013} - 6036,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #27,1755,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #28,"\left(0, \frac{1+\sqrt{2}}{2}\right]",HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #29,-\frac{25+5\sqrt{17}}{8},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #30,\frac{3}{7},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #31,\frac{3\sqrt{3}}{20},HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #32,2530,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #33,\tan^{-1}\left(\frac{1009}{1005}\right),HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #34,15612,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #35,3.1415875473,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Guts #36,x,HMMT_November_2012_Guts_Solutions.pdf
HMMT November 2012 Team #1,6,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #2,800,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #3,1536,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #4,1,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #5,\frac{1}{1006},HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #6,1006,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #7,\frac{4850}{3},HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #8,\frac{63}{4},HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #9,86°,HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Team #10,\frac{80}{3},HMMT_November_2012_Team_Solutions.pdf
HMMT November 2012 Theme #1,4,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #2,20122012,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #3,6,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #4,-2,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #5,4,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #6,\frac{5}{2},HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #7,\frac{163}{256},HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #8,\frac{12}{25},HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #9,49,HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2012 Theme #10,\frac{45}{14},HMMT_November_2012_Theme_Solutions.pdf
HMMT November 2013 General #1,24,HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #2,\frac{\pi}{4},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #3,1164,HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #4,\frac{73}{1225},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #5,\sqrt{2},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #6,66,HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #7,\frac{3}{2},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #8,105,HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #9,\frac{\sqrt{6}}{2},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 General #10,\binom{4025}{2013},HMMT_November_2013_General_Solutions.pdf
HMMT November 2013 Guts #1,1751,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #2,\frac{1}{6},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #3,4\sqrt{2},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #4,0,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #5,40,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #6,5 + 3\sqrt{5},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #7,61,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #8,\frac{2013}{2014},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #9,650,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #10,9,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #11,60,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #12,"(30, 92)",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #13,5^{2013},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #14,"(12, 13, 57)",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #15,"70, 110",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #16,\frac{\sqrt{29}}{3\sqrt{5}},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #17,\frac{5}{2},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #18,103,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #19,54,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #20,75,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #21,8r^2,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #22,77,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #23,"(991, 997, 1009)",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #24,34,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #25,\frac{5}{3},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #26,\frac{27}{40},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #27,"(4, 4, 4), (-4, -4, -4)",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #28,\frac{5}{7},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #29,1,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #30,29800,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #31,26 + 6\sqrt{17},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #32,1 - \frac{\pi^2}{24},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #33,\frac{96\sqrt{3} - 154}{\sqrt{3}},HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #34,168089,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #35,14007,HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Guts #36,"F, G, A, D, E, B, C",HMMT_November_2013_Guts_Solutions.pdf
HMMT November 2013 Team #1,7,HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #2,\frac{197}{60},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #3,143745,HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #4,\frac{\sqrt{210}}{4},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #5,\frac{16}{5},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #6,\frac{24}{5},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #7,\frac{4\sqrt{5}}{5},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #8,9,HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #9,2416,HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Team #10,\frac{12\pi}{727},HMMT_November_2013_Team_Solutions.pdf
HMMT November 2013 Theme #1,\frac{8}{3},HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #2,5050,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #3,\frac{47}{24},HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #4,\frac{2}{3} + \frac{1}{3}\left(\frac{1}{4}\right)^{2013},HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #5,69,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #6,2017,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #7,200203,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #8,12345,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #9,51,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2013 Theme #10,1026,HMMT_November_2013_Theme_Solutions.pdf
HMMT November 2014 General #1,51,HMMT_November_2014_General_Solutions.pdf
